conversation_id,comment_number,comment,response
19,25,"Yeah, I think a lot of people grow up with, uh, with, uh, preconceived notions li-, what the world's about.","Oh, yeah."
19,26,"Oh, yeah.","A lot of it has to do from too much T V,"
19,27,"A lot of it has to do from too much T V,","Oh, yeah, yeah."
19,28,"Oh, yeah, yeah.","and, uh, you know, it's, there's, there's a heck of a lot of difference between, you know, the intake that you get from T V and, and movies, and what you hear in school, and then what reality is."
19,29,"and, uh, you know, it's, there's, there's a heck of a lot of difference between, you know, the intake that you get from T V and, and movies, and what you hear in school, and then what reality is.",Uh-huh.
19,30,Uh-huh.,"Uh, I remember, uh, I've, I've worked since I was, - well, I started delivering papers when I was ten, and I had a real job when I was thirteen, so I've, you know, worked most of my life. But I remember when I got out of high school, all through high school was, - boy, I can't wait to get out of high school, I can't wait to get out of high school. And I wanted to go to college, and I had the grades to go to college, and I got accepted to college, but when I got out of high school, I kind of said, you know, what am I going to do now?"
19,31,"Uh, I remember, uh, I've, I've worked since I was, - well, I started delivering papers when I was ten, and I had a real job when I was thirteen, so I've, you know, worked most of my life. But I remember when I got out of high school, all through high school was, - boy, I can't wait to get out of high school, I can't wait to get out of high school. And I wanted to go to college, and I had the grades to go to college, and I got accepted to college, but when I got out of high school, I kind of said, you know, what am I going to do now?",Uh-huh.
19,32,Uh-huh.,"You know, it's - like, you know, when I actually started working full time, and I, I got married shortly after getting out of high school. I, uh, thought I was smart, ran away and got married,"
19,33,"You know, it's - like, you know, when I actually started working full time, and I, I got married shortly after getting out of high school. I, uh, thought I was smart, ran away and got married,",<Laughter>.
19,34,<Laughter>.,"and, uh, I remember there was a time, and within the first year of marriage, I said, boy wouldn't I give to get, be back in school,"
19,35,"and, uh, I remember there was a time, and within the first year of marriage, I said, boy wouldn't I give to get, be back in school,",Uh-huh.
19,36,Uh-huh.,"and just have to do homework, and, and go work my part time job."
19,37,"and just have to do homework, and, and go work my part time job.",Yeah.
19,38,Yeah.,"Because, life, and the reality of working for a living, and trying to make ends meet, is just so overwhelming to someone,"
19,39,"Because, life, and the reality of working for a living, and trying to make ends meet, is just so overwhelming to someone,",Yeah.
19,40,Yeah.,if they aren't prepared for it.
19,41,if they aren't prepared for it.,"And, and most of them aren't."
19,42,"And, and most of them aren't.",That's true.
19,43,That's true.,"I mean, you look, you look at the number of marriages that are occurring right ou-, I mean, even in high school, and, you know, y-, you wonder, where are the parents in all of this. You know, why isn't somebody stepping in and, and sto-, putting a stop to this. Kids in high school are just too young to be married."
19,44,"I mean, you look, you look at the number of marriages that are occurring right ou-, I mean, even in high school, and, you know, y-, you wonder, where are the parents in all of this. You know, why isn't somebody stepping in and, and sto-, putting a stop to this. Kids in high school are just too young to be married.",Yeah.
19,45,Yeah.,"They ha-, they have no idea what the world is like. They don't how tough it is out there to make a living."
19,46,"They ha-, they have no idea what the world is like. They don't how tough it is out there to make a living.","Yeah, a, -"
19,47,"Yeah, a, -","Uh, I mean, I was in the same boat when I left high school. I, my parents wanted me to go straight to college and I didn't. You know, I was ready, I was ready, I had wanderlust, I wanted to get out and see some things. So, I joined the Air Force and ended up staying there for thirteen years."
19,48,"Uh, I mean, I was in the same boat when I left high school. I, my parents wanted me to go straight to college and I didn't. You know, I was ready, I was ready, I had wanderlust, I wanted to get out and see some things. So, I joined the Air Force and ended up staying there for thirteen years.",Um.
19,49,Um.,"Um, but, I had lived in my own little bubble up until that time, and, and after traveling around the world a few times, I realized that, things ain't the way they seem."
19,50,"Um, but, I had lived in my own little bubble up until that time, and, and after traveling around the world a few times, I realized that, things ain't the way they seem.",Yeah.
19,51,Yeah.,"And I, I did a lot of growing up there, uh,"
19,52,"And I, I did a lot of growing up there, uh,","Yeah, I think once, once kids get out and see how other people really live,"
19,53,"Yeah, I think once, once kids get out and see how other people really live,",Uh-huh. Yeah.
19,54,Uh-huh. Yeah.,"and know how bad off some people really are, and how good they've got it,"
19,55,"and know how bad off some people really are, and how good they've got it,",That's right <throat_clearing>.
19,56,That's right <throat_clearing>.,"and what it takes to have that good life,"
19,57,"and what it takes to have that good life,",That's right.
19,58,That's right.,"a-, if you're willing to work for it,"
19,59,"a-, if you're willing to work for it,",Uh-huh.
19,60,Uh-huh.,then they're probably be more inclined to work for it.
19,61,then they're probably be more inclined to work for it.,"Well, you know, it's just like you say, there's so much stuff that needs to be done here in this country, and, uh, you know, if, if you could have a thought of something like, uh, like a, uh, uh, a Peace Corps sort of organization. I mean, this would be so useful, just in, uh, for instance, just helping old folks."
19,62,"Well, you know, it's just like you say, there's so much stuff that needs to be done here in this country, and, uh, you know, if, if you could have a thought of something like, uh, like a, uh, uh, a Peace Corps sort of organization. I mean, this would be so useful, just in, uh, for instance, just helping old folks.","Uh-huh, exactly."
19,63,"Uh-huh, exactly.","You know, they, you know they need help, they don't have anybody to depend on, and it would be nice to have somebody come over and cut their yard or paint their house, or do minor repairs, or something like that. Y-, -"
19,64,"You know, they, you know they need help, they don't have anybody to depend on, and it would be nice to have somebody come over and cut their yard or paint their house, or do minor repairs, or something like that. Y-, -","You know, I've, I've s-, I, - my, my parents are in their late sixties now, and, um, so many of the people that live around them are unable to do those things for themselves anymore."
19,65,"You know, I've, I've s-, I, - my, my parents are in their late sixties now, and, um, so many of the people that live around them are unable to do those things for themselves anymore.",Yeah.
19,66,Yeah.,"And, it's, it's really hard on them, and the, you know, the thought that I, I see the, uh, the mall rats, you know, walking around the mall, nothing better to do than just walk around the mall all day long, when they could be doing something to help someone. -"
19,67,"And, it's, it's really hard on them, and the, you know, the thought that I, I see the, uh, the mall rats, you know, walking around the mall, nothing better to do than just walk around the mall all day long, when they could be doing something to help someone. -",Uh-huh. Yeah.
19,68,Uh-huh. Yeah.,"And, uh, you know, yo-, there's a, uh, a nice warm feeling, I remember getting out of doing things like that when I was younger,"
19,69,"And, uh, you know, yo-, there's a, uh, a nice warm feeling, I remember getting out of doing things like that when I was younger,",Yeah.
19,70,Yeah.,"I mean, I was a Boy Scout and the whole bit and, -"
19,71,"I mean, I was a Boy Scout and the whole bit and, -","Yeah, my mom's in the same position, late sixties, and, and it got to the, got to the point where, I mean, me and my brother both were, were gone, and she couldn't maintain the house, without large expenditures of money."
19,72,"Yeah, my mom's in the same position, late sixties, and, and it got to the, got to the point where, I mean, me and my brother both were, were gone, and she couldn't maintain the house, without large expenditures of money.",Yeah.
19,73,Yeah.,"You know, it finally got to a point where she just had to sell it and move into an apartment. And, uh, I, I'm not, I'm not saying that that wouldn't have happened anyway, but it would have been nice if there had been somebody to come around and take care of the little things. You know, like the, like the yard work and little repairs, and painting and stuff like that."
19,74,"You know, it finally got to a point where she just had to sell it and move into an apartment. And, uh, I, I'm not, I'm not saying that that wouldn't have happened anyway, but it would have been nice if there had been somebody to come around and take care of the little things. You know, like the, like the yard work and little repairs, and painting and stuff like that.","Yeah. I think there'd, there'd be a, you know, a, uh, economic benefit for, you know, everyone concerned,"
19,75,"Yeah. I think there'd, there'd be a, you know, a, uh, economic benefit for, you know, everyone concerned,","Oh yeah, sure."
19,76,"Oh yeah, sure.","those doing the work, and those receiving the, the, uh, the services."
19,77,"those doing the work, and those receiving the, the, uh, the services.","Sure, I mean, I mean, the kids who would be giving the service are going to get a lot more out of it than just money."
19,78,"Sure, I mean, I mean, the kids who would be giving the service are going to get a lot more out of it than just money.",Yeah.
19,79,Yeah.,"You know, that, - I, I remember when I was a kid, I used to do little, little things for the old folks around the neighborhood, and, uh, I know how it made me feel. <<pause>> You know, you s-, uh, - peop-, people just don't help people anymore. They're, they're out for themselves and, -"
19,80,"You know, that, - I, I remember when I was a kid, I used to do little, little things for the old folks around the neighborhood, and, uh, I know how it made me feel. <<pause>> You know, you s-, uh, - peop-, people just don't help people anymore. They're, they're out for themselves and, -","Yeah. I think, uh, President"
19,81,"Yeah. I think, uh, President","Bush covered that in his, uh, State of the Union Address this year when he said that, you know, it's time for, you know, the individuals to start thinking about what they can do to help each other out instead of counting on government to do everything. 
"
19,82,"Bush covered that in his, uh, State of the Union Address this year when he said that, you know, it's time for, you know, the individuals to start thinking about what they can do to help each other out instead of counting on government to do everything. 
","Yeah, well that's, that's the, that's the point we've gotten to, you know. Every time somebody wants something they always turn to the government. And, y-, the government's going to be limited. I, where are they going to get the money? They're going to get it from us. And we can do it a lot more efficiently than the government."
19,83,"Yeah, well that's, that's the, that's the point we've gotten to, you know. Every time somebody wants something they always turn to the government. And, y-, the government's going to be limited. I, where are they going to get the money? They're going to get it from us. And we can do it a lot more efficiently than the government.",Yeah.
19,84,Yeah.,We don't need to add fourteen layers of bureaucracy to a program.
19,85,We don't need to add fourteen layers of bureaucracy to a program.,Exactly.
19,86,Exactly.,"Um, the thing that Carter works on, uh, Habitats For Humanity, I was involved in that w-, uh, in Montgomery, before I came up to North Carolina,"
19,87,"Um, the thing that Carter works on, uh, Habitats For Humanity, I was involved in that w-, uh, in Montgomery, before I came up to North Carolina,",Uh-huh <throat_clearing>.
19,88,Uh-huh <throat_clearing>.,"and, uh, it was, it was a pretty neat little program. We'd just go out, and they would buy a plot of land, and contractors and builders, and everybody else would donate their, their time, and, uh, the materials were at cost. And we'd put up houses. And, that was kind, that was kind of neat. I, uh, in a way, I think it's a little bit inefficient, but, but it's better than nothing."
19,89,"and, uh, it was, it was a pretty neat little program. We'd just go out, and they would buy a plot of land, and contractors and builders, and everybody else would donate their, their time, and, uh, the materials were at cost. And we'd put up houses. And, that was kind, that was kind of neat. I, uh, in a way, I think it's a little bit inefficient, but, but it's better than nothing.",Yeah.
19,90,Yeah.,"And, and at least I had the opportunity of seeing two families move into decent housing. Um, course, on the other hand, I can start complaining very loudly about people on public assistance who are quite capable of doing something for themselves, but just won't."
19,91,"And, and at least I had the opportunity of seeing two families move into decent housing. Um, course, on the other hand, I can start complaining very loudly about people on public assistance who are quite capable of doing something for themselves, but just won't.",Yes.
19,92,Yes.,"Because it's far more advantageous for them to sit there and just draw, uh, welfare money than it is to work. Uh, we did a, uh, a cost comparison in one of my courses, and we took all the benefits that a family, that a, a married couple with two kids would get under welfare, and what they would be making at minimum wage. And they came out four thousand dollars better a year, by taking welfare."
19,93,"Because it's far more advantageous for them to sit there and just draw, uh, welfare money than it is to work. Uh, we did a, uh, a cost comparison in one of my courses, and we took all the benefits that a family, that a, a married couple with two kids would get under welfare, and what they would be making at minimum wage. And they came out four thousand dollars better a year, by taking welfare.",Yes.
19,94,Yes.,So there's no incentive for them to do anything. <<pause>> Far better for them to sit on their butts and draw the money.
19,95,So there's no incentive for them to do anything. <<pause>> Far better for them to sit on their butts and draw the money.,"Yeah. One of the things they tried to push through in Maryland, and, uh, weren't very successful was that if you were an able-bodied person on welfare,"
19,96,"Yeah. One of the things they tried to push through in Maryland, and, uh, weren't very successful was that if you were an able-bodied person on welfare,",You had to do something.
19,97,You had to do something.,"you had to do some work. And, -"
19,98,"you had to do some work. And, -","Yeah. A-, an-, and that's been tried, that was tried in Alabama too, and it got shot down."
19,99,"Yeah. A-, an-, and that's been tried, that was tried in Alabama too, and it got shot down.",Yeah.
19,100,Yeah.,"I d-, and I don't understand the reasoning for it. I really don't. It, it seems perfectly logical that if somebody's going to take public money, then they should return something to the public. I mean, if nothing else, go out along an interstate and pick up garbage."
19,101,"I d-, and I don't understand the reasoning for it. I really don't. It, it seems perfectly logical that if somebody's going to take public money, then they should return something to the public. I mean, if nothing else, go out along an interstate and pick up garbage.",That's exactly what they were trying to get them to do.
19,102,That's exactly what they were trying to get them to do.,"Yeah. What do they, what do they do in Maryland, do they use highway people or do they use prisoners?"
19,103,"Yeah. What do they, what do they do in Maryland, do they use highway people or do they use prisoners?","Um, both."
19,104,"Um, both.","Yeah. Tha-, that's the way they did it in Alabama, too."
19,105,"Yeah. Tha-, that's the way they did it in Alabama, too.","Yeah, they use both."
19,106,"Yeah, they use both.","U-, usually you'd see these big chain gangs out there, <laughter> picking up trash."
19,107,"U-, usually you'd see these big chain gangs out there, <laughter> picking up trash.","Uh, they have a, they have another program in Maryland that's called Adopt"
19,108,"Uh, they have a, they have another program in Maryland that's called Adopt","A Highway. 
"
19,109,"A Highway. 
","Uh-huh, uh-huh. Yeah, we have that here in North Carolina."
20,2,"So, do you fish?","Oh, yeah. My dad has a lake cabin, and so we go there for the small lake, uh, just outside of the Dallas Fort Worth area. It takes us about three hours to get there. And we go, and we fish, and we catch a bunch of junk <laughter>. Nothing, nothing to talk about for the most part, but it's fun."
20,3,"Oh, yeah. My dad has a lake cabin, and so we go there for the small lake, uh, just outside of the Dallas Fort Worth area. It takes us about three hours to get there. And we go, and we fish, and we catch a bunch of junk <laughter>. Nothing, nothing to talk about for the most part, but it's fun.","Uh, from a boat or from shore?"
20,4,"Uh, from a boat or from shore?","From the dock, from shore."
20,5,"From the dock, from shore.","Oh, that's nice. Uh, mostly catfish or, -"
20,6,"Oh, that's nice. Uh, mostly catfish or, -","Oh, mostly we catch carp. If we're doing good, we catch a catfish or two once in a while. And, you know, we go ahead and eat those. But we've never caught enough to really have what you'd call a fish fry. What we normally do is just, uh, go ahead and clean it up, and then, uh, you know, put it in a bag and freeze it. And, and somebody takes it home and eats it then when there's just a couple people instead of a whole crowd. Usually, there's a pretty good crowd there, so we don't ever catch enough to eat. Carp is usually pretty much fun. Because I've caught up to about an eight pound carp on a little, you know, a little pole with twenty pound test line. And that, that's a pretty good fight. So that's a lot of fun."
20,7,"Oh, mostly we catch carp. If we're doing good, we catch a catfish or two once in a while. And, you know, we go ahead and eat those. But we've never caught enough to really have what you'd call a fish fry. What we normally do is just, uh, go ahead and clean it up, and then, uh, you know, put it in a bag and freeze it. And, and somebody takes it home and eats it then when there's just a couple people instead of a whole crowd. Usually, there's a pretty good crowd there, so we don't ever catch enough to eat. Carp is usually pretty much fun. Because I've caught up to about an eight pound carp on a little, you know, a little pole with twenty pound test line. And that, that's a pretty good fight. So that's a lot of fun.","Yeah. A real light line, real light rig?"
20,8,"Yeah. A real light line, real light rig?",Yeah.
20,9,Yeah.,"Well, that sounds like fun."
20,10,"Well, that sounds like fun.",They fight hard.
20,11,They fight hard.,"Fish in Colorado s-, different than that."
20,12,"Fish in Colorado s-, different than that.",Yeah?
20,13,Yeah?,Mostly trout in the mountains.
20,14,Mostly trout in the mountains.,"Yeah, and in the rivers and stuff?"
20,15,"Yeah, and in the rivers and stuff?","Yeah, yeah, mountain streams and rivers."
20,16,"Yeah, yeah, mountain streams and rivers.",Are they good to eat?
20,17,Are they good to eat?,"Uh, yeah, very. Yeah, very much there, you know."
20,18,"Uh, yeah, very. Yeah, very much there, you know.","Oh, you mean size wise they're not very big?"
20,19,"Oh, you mean size wise they're not very big?","Um, by and large, no. But, but they're big fun."
20,20,"Um, by and large, no. But, but they're big fun.","Yeah. Well, I've been, - is that mostly, uh, fly fishing when you're doing that or, -"
20,21,"Yeah. Well, I've been, - is that mostly, uh, fly fishing when you're doing that or, -",What?
20,22,What?,Are you fly fishing or are you using a bobber?
20,23,Are you fly fishing or are you using a bobber?,"I, I, I'm a fly fisherman."
20,24,"I, I, I'm a fly fisherman.",Yeah.
20,25,Yeah.,"Yeah, I, I cast a ways. I'm not highly proficient, but it's fun."
20,26,"Yeah, I, I cast a ways. I'm not highly proficient, but it's fun.","I've never even tried that. My, - if I don't have a reel with a button on it, I tend to get so much backlash, it's not worth the trouble <laughter>."
20,27,"I've never even tried that. My, - if I don't have a reel with a button on it, I tend to get so much backlash, it's not worth the trouble <laughter>.","Well, let me explain fly, fly fishing to you then. You're not casting a weight on the end of the line?"
20,28,"Well, let me explain fly, fly fishing to you then. You're not casting a weight on the end of the line?",Uh-huh.
20,29,Uh-huh.,You're casting the weight of the line.
20,30,You're casting the weight of the line.,With the little thing on the end.
20,31,With the little thing on the end.,"Yeah, well,"
20,32,"Yeah, well,","Yeah, I thought it had a weight."
20,33,"Yeah, I thought it had a weight.",the fly on the end weighs nothing. It weighs less than the line.
20,34,the fly on the end weighs nothing. It weighs less than the line.,Oh.
20,35,Oh.,"So what you do is, you strip off, oh, four, five, six little rolls, coils, of line into your hand."
20,36,"So what you do is, you strip off, oh, four, five, six little rolls, coils, of line into your hand.",Uh-huh.
20,37,Uh-huh.,And you whip the line.
20,38,And you whip the line.,Um.
20,39,Um.,"As you whip it, over your head,"
20,40,"As you whip it, over your head,",Uh-huh.
20,41,Uh-huh.,"or side to side, you slowly feed out more and more."
20,42,"or side to side, you slowly feed out more and more.",Um. So you're fishing downstream so it will carry some?
20,43,Um. So you're fishing downstream so it will carry some?,"Well, no, no. You fish upstream."
20,44,"Well, no, no. You fish upstream.","Oh, you fish upstream?"
20,45,"Oh, you fish upstream?",Right. And then you let it carry it downstream.
20,46,Right. And then you let it carry it downstream.,Uh-huh.
20,47,Uh-huh.,"And then you reel it in, and you do it again."
20,48,"And then you reel it in, and you do it again.","You hope that they think it's a bug and, +"
20,49,"You hope that they think it's a bug and, +","Yeah, exactly."
20,50,"Yeah, exactly.",and eat it.
20,51,and eat it.,"Yeah, exactly."
20,52,"Yeah, exactly.",Yeah.
20,53,Yeah.,"Jump at it. Uh, from what I'm seeing and hearing and all, the, the big pattern that's really looking forward for spring is the grub pattern."
20,54,"Jump at it. Uh, from what I'm seeing and hearing and all, the, the big pattern that's really looking forward for spring is the grub pattern.",That's a fish?
20,55,That's a fish?,"No, no. It, it looks like a grub. Yeah."
20,56,"No, no. It, it looks like a grub. Yeah.","Oh, it's a, it's a lure."
20,57,"Oh, it's a, it's a lure.","Okay, whenever you, - yeah, a lure, a fly."
20,58,"Okay, whenever you, - yeah, a lure, a fly.",I see.
20,59,I see.,"Whenever you have a, something that looks like something else --"
20,60,"Whenever you have a, something that looks like something else --",Uh-huh.
20,61,Uh-huh.,"-- and it's a fly, you call it a pattern."
20,62,"-- and it's a fly, you call it a pattern.",Oh.
20,63,Oh.,"All right, uh, you know, there's bumble bee patterns --"
20,64,"All right, uh, you know, there's bumble bee patterns --",Uh-huh.
20,65,Uh-huh.,"-- there's <sneezing>, excuse me. Uh, there's bumble patterns, there's mosquito patterns, there's wasp patterns, there's grub patterns."
20,66,"-- there's <sneezing>, excuse me. Uh, there's bumble patterns, there's mosquito patterns, there's wasp patterns, there's grub patterns.",Um.
20,67,Um.,"Uh,"
20,68,"Uh,","Did someone just come up with this design, and, and you're going to make one for yourself,"
20,69,"Did someone just come up with this design, and, and you're going to make one for yourself,","Uh,"
20,70,"Uh,",or are you going to buy it?
20,71,or are you going to buy it?,"You can buy them. Uh, I've got some. And,"
20,72,"You can buy them. Uh, I've got some. And,",Uh-huh.
20,73,Uh-huh.,They seemed to have been hitting real heavy on it in Fall.
20,74,They seemed to have been hitting real heavy on it in Fall.,"Oh, it's just, that, that just happens to be what the fish like this year, huh?"
20,75,"Oh, it's just, that, that just happens to be what the fish like this year, huh?","Yeah, yeah."
20,76,"Yeah, yeah.",Um.
20,77,Um.,"You know how that changes, the phase of the moon and, -"
20,78,"You know how that changes, the phase of the moon and, -",<Laughter> I guess so. We tend to use just bait.
20,79,<Laughter> I guess so. We tend to use just bait.,"Yeah. Yeah, I, I, +"
20,80,"Yeah. Yeah, I, I, +","And, a few lures, but bait tends to work the best, just some blood bait."
20,81,"And, a few lures, but bait tends to work the best, just some blood bait.","You see, I'm from west Texas."
20,82,"You see, I'm from west Texas.","Oh, are you?"
20,83,"Oh, are you?",Yeah.
20,84,Yeah.,Where are you from?
20,85,Where are you from?,Lubbock.
20,86,Lubbock.,"Oh, I'm from Midland."
20,87,"Oh, I'm from Midland.","Oh, another west Texan."
20,88,"Oh, another west Texan.","I went to college at Tech, so. You've been out to Buffalo Gap fishing."
20,89,"I went to college at Tech, so. You've been out to Buffalo Gap fishing.","Yeah, yeah."
20,90,"Yeah, yeah.",Yeah. I've been up there.
20,91,Yeah. I've been up there.,"It, +"
20,92,"It, +","I didn't catch anything, but I've been up there <laughter>."
20,93,"I didn't catch anything, but I've been up there <laughter>.","It, it's kind of nice way to get away from everything for the day."
20,94,"It, it's kind of nice way to get away from everything for the day.","Yeah, it's fun. It's lazy. Take a picnic lunch. I used to do that with my dad. Every once in a while we'd go out on a Saturday and just spend the day."
20,95,"Yeah, it's fun. It's lazy. Take a picnic lunch. I used to do that with my dad. Every once in a while we'd go out on a Saturday and just spend the day.",Yeah.
20,96,Yeah.,Before it got too hot.
20,97,Before it got too hot.,"Well, there you fish mornings and evenings."
20,98,"Well, there you fish mornings and evenings.",Yeah.
20,99,Yeah.,And nights.
20,100,And nights.,"<Laughter> Yeah, we do most of our fishing at night."
20,101,"<Laughter> Yeah, we do most of our fishing at night.",Yeah.
20,102,Yeah.,Just from the heat of it all. That's one advantage you've certainly got on us.
20,103,Just from the heat of it all. That's one advantage you've certainly got on us.,"It, at times, gets incredibly hot here."
20,104,"It, at times, gets incredibly hot here.","It does? I've only been up there once. In the summer. Well, no, I've been up there twice in the summer. But both times it was really pleasant. In fact, it snowed on us in, in, - gosh, when was that?"
20,105,"It does? I've only been up there once. In the summer. Well, no, I've been up there twice in the summer. But both times it was really pleasant. In fact, it snowed on us in, in, - gosh, when was that?",June?
20,106,June?,"We were in Mesa Verde Park, and it was like the end of Ju-. It was just before July fourth."
20,107,"We were in Mesa Verde Park, and it was like the end of Ju-. It was just before July fourth.",Oh.
20,108,Oh.,"And it was twenty-eight, twenty-nine degrees. We were out in this silly tent with regular little sleeping bags, not knowing any better <laughter>. And here it went and it froze, and it snowed on us."
20,109,"And it was twenty-eight, twenty-nine degrees. We were out in this silly tent with regular little sleeping bags, not knowing any better <laughter>. And here it went and it froze, and it snowed on us.",Yeah.
20,110,Yeah.,We did not know what to do about it.
20,111,We did not know what to do about it.,"Fishing is not just, just dragging fish out of the water. It's, it's a total experience, you know, getting out in nature and,"
20,112,"Fishing is not just, just dragging fish out of the water. It's, it's a total experience, you know, getting out in nature and,",Yeah.
20,113,Yeah.,"hearing the crickets, and listening to the birds and,"
20,114,"hearing the crickets, and listening to the birds and,",Uh-huh.
20,115,Uh-huh.,"seeing the squirrels and,"
20,116,"seeing the squirrels and,","Do, +"
20,117,"Do, +","camping out, and eating out,"
20,118,"camping out, and eating out,",Yeah.
20,119,Yeah.,"of doors and, -"
20,120,"of doors and, -","Do you have to, do you wear waders when you fish?"
20,121,"Do you have to, do you wear waders when you fish?","Uh, I probably ought to. I just freeze."
20,122,"Uh, I probably ought to. I just freeze.","Oh. Goodness, it must be a little bit cold."
20,123,"Oh. Goodness, it must be a little bit cold.","Yeah, yeah, well, you know,"
20,124,"Yeah, yeah, well, you know,",That's cold water around there.
20,125,That's cold water around there.,"ankle deep or standing on the bank, and slipping it out there."
20,126,"ankle deep or standing on the bank, and slipping it out there.","Um. Do you have any, -"
20,127,"Um. Do you have any, -","You know, I always intend to just stand on the bank and just kind of slip it,"
20,128,"You know, I always intend to just stand on the bank and just kind of slip it,","Oh, I see."
20,129,"Oh, I see.","out there, and you know how it is. The water's kind of, -"
20,130,"out there, and you know how it is. The water's kind of, -","Yeah. And you get, you get a little more carried away with it, and you move a little closer."
20,131,"Yeah. And you get, you get a little more carried away with it, and you move a little closer.","And then you're in to it just a little bit, and then you splash in and,"
20,132,"And then you're in to it just a little bit, and then you splash in and,",Yeah.
20,133,Yeah.,"the next thing you know, your knees are wet."
20,134,"the next thing you know, your knees are wet.",<Laughter> Do you have any kids that you take fishing?
20,135,<Laughter> Do you have any kids that you take fishing?,"Uh, got a stepdaughter."
20,136,"Uh, got a stepdaughter.",Uh-huh.
20,137,Uh-huh.,"She's real sweet. And, uh, at times she enjoys it, at times not."
20,138,"She's real sweet. And, uh, at times she enjoys it, at times not.",Yeah.
20,139,Yeah.,A fuzzy little dog.
20,140,A fuzzy little dog.,<Laughter> I have a three and a half year old and a one and a half year old.
20,141,<Laughter> I have a three and a half year old and a one and a half year old.,Oh.
20,142,Oh.,"And the little one, of course, is, could care less."
20,143,"And the little one, of course, is, could care less.",Yeah.
20,144,Yeah.,"The, uh, three and a half year old has just gotten to the point, - we got him a little pole last year, and just put, uh, - his big thing last year was throwing it in the water and reeling it up <laughter>. That was what he considered fishing <laughter>. This year, he's gotten to where he can. We, we were at a friend's, uh, stock pond, we were out at their farm, and, and they had been fishing and let him use the pole while we wal-, we all walked off a healthy hundred yards or so and let him fish."
20,145,"The, uh, three and a half year old has just gotten to the point, - we got him a little pole last year, and just put, uh, - his big thing last year was throwing it in the water and reeling it up <laughter>. That was what he considered fishing <laughter>. This year, he's gotten to where he can. We, we were at a friend's, uh, stock pond, we were out at their farm, and, and they had been fishing and let him use the pole while we wal-, we all walked off a healthy hundred yards or so and let him fish.",Yeah.
20,146,Yeah.,"And he started trying to cast it. So, he, he was kind of getting there but he's, +"
20,147,"And he started trying to cast it. So, he, he was kind of getting there but he's, +","Yeah, you guys sure want to be out of range."
20,148,"Yeah, you guys sure want to be out of range.","He's at a dangerous point right now <laughter>. He understands the mechanics of pushing the button and throw, but not necessarily the direction it's going to go in."
20,149,"He's at a dangerous point right now <laughter>. He understands the mechanics of pushing the button and throw, but not necessarily the direction it's going to go in.",It takes time.
20,150,It takes time.,Yeah.
20,151,Yeah.,"Yeah. Last year, we had a, oh, just a wonderful trip up to Travers Lake. Oh, it was cold, and rain the whole time. And we still had a good time out,"
20,152,"Yeah. Last year, we had a, oh, just a wonderful trip up to Travers Lake. Oh, it was cold, and rain the whole time. And we still had a good time out,",Yeah.
20,153,Yeah.,of the deal.
20,154,of the deal.,"Well, that's good."
20,155,"Well, that's good.","Uh, and Colorado is a beautiful place to live."
20,156,"Uh, and Colorado is a beautiful place to live.","Oh, yeah. My husband would like to live there, but I don't know. All of our family is here so, -"
20,157,"Oh, yeah. My husband would like to live there, but I don't know. All of our family is here so, -","Well, and you've got to have, you've got to work for a living."
20,158,"Well, and you've got to have, you've got to work for a living.","Well, yeah, but T I is up there, so <laughter> that part of it would probably work out <static> <noise>."
20,159,"Well, yeah, but T I is up there, so <laughter> that part of it would probably work out <static> <noise>.",What division you all in?
20,160,What division you all in?,"I'm sorry, what?"
20,161,"I'm sorry, what?",What division are you all in?
20,162,What division are you all in?,"We're both, uh, - I was, uh, military, but he's division three. It goes back and forth. Division, well, maybe division one right now. He's in computers."
20,163,"We're both, uh, - I was, uh, military, but he's division three. It goes back and forth. Division, well, maybe division one right now. He's in computers.",Oh.
20,164,Oh.,"So, -"
20,165,"So, -","Well, the only thing up here,"
20,166,"Well, the only thing up here,","And he's in school,"
20,167,"And he's in school,",is division one.
20,168,is division one.,and everything else. I have some friends who work up there.
20,169,and everything else. I have some friends who work up there.,"Oh, yeah?"
20,170,"Oh, yeah?",Kathy and Kevin Guy.
20,171,Kathy and Kevin Guy.,Okay. Yeah.
20,172,Okay. Yeah.,"Yeah. And they like to fish. They've been inviting us to come up there in the summer. Her dad has a cabin, and they go fishing, up there."
20,173,"Yeah. And they like to fish. They've been inviting us to come up there in the summer. Her dad has a cabin, and they go fishing, up there.","Oh, fishing's, +"
20,174,"Oh, fishing's, +","So that would be neat to,"
20,175,"So that would be neat to,","fishing is fun up here. It's not, -"
20,176,"fishing is fun up here. It's not, -",try it some time.
20,177,try it some time.,"It seems like the success ratio, the success rate here is not as good as on some of the better lakes there. But <sigh> it is fun."
20,178,"It seems like the success ratio, the success rate here is not as good as on some of the better lakes there. But <sigh> it is fun.","Yeah,"
20,179,"Yeah,","You know,"
20,180,"You know,","long as you have a good time, that's the main point so, -"
20,181,"long as you have a good time, that's the main point so, -","The, the experience is, is better up here, I think."
20,182,"The, the experience is, is better up here, I think.",Uh-huh.
20,183,Uh-huh.,"You know, it seems more relaxing, there's <static> more to look at."
20,184,"You know, it seems more relaxing, there's <static> more to look at.",<Laughter> Definitely more to look at.
20,185,<Laughter> Definitely more to look at.,"And, and there's something about listening to water run that's relaxing to the soul <static>."
